Druh,Popis_druhu,Ctverec,Lokalita,Lokalita_short,Text,Datum,Pocet,Substrat,Lat,Lon,Zpusob,Autor,Poznamka
Anoplotrupes stercorosus,"Scriba, 1791",5861,"Vysoké Chvojno, Buky, ",Vysoké Chvojno,"Vysoké Chvojno, Buky, 22.7.1994, 1 ex., J. Mertlik leg., det. et coll. (Mertlik 2007); 19.7.1998, více ex., aromatické pasti, J. Mertlik leg., det. et coll. (Mertlik 2007); 23.6.2003, 1 ex., T. Kopecký leg. et coll., V. Týr det.; 8.7.2007, 2 ex., na rozkládající se houbě v dutině u paty kmene Fagus, J. Mertlik observ. (Mertlik 2007); 30                    Faunistika druhů čeledí Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech 23.7.2007, 3 ex., na rozkládající se houbě v dutině u paty kmene Fagus, J. Mertlik observ. (Mertlik 2007); 1.8.2007, 4 ex., na rozkládající se houbě v dutině u paty kmene Fagus, J. Mertlik observ. (Mertlik 2007).",1994-07-22,1 ex.,NA,NA,NA,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5861,"Vysoké Chvojno, Buky, ",Vysoké Chvojno,"Vysoké Chvojno, Buky, 2018 (každoroční výskyt), velmi četný na přilehlé silnici, V. Hron observ.",NA,NA,NA,NA,NA,observ.,V. Hron,NA
Anoplotrupes stercorosus,"Scriba, 1791",5862,"Týniště nad Orlicí, ",Týniště nad Orlicí,"Týniště nad Orlicí, 1978, 1 ex., L. Šálek leg. et coll., V. Týr det.",NA,1 ex.,NA,NA,NA,leg. et coll.,NA,NA
Anoplotrupes stercorosus,"Scriba, 1791",5862,"Týniště nad Orlicí, Dvůr – U Houkvice, ",Týniště nad Orlicí,"Týniště nad Orlicí, Dvůr – U Houkvice, 21.9.2019, 3 ex., v letu nad lesní cestou, J. Mertlik leg. et coll.",2019-09-21,3 ex.,NA,NA,NA,leg. et coll.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5862,"Týniště nad Orlicí, Rašovice",Týniště nad Orlicí,"Týniště nad Orlicí, Rašovice (50.1511975N, 16.1265981E), 5.10.2018, více ex., J. Mertlik observ.",2018-10-05,NA,NA,50.1511975,16.1265981,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5865,"Bartošovice v Orlických horách, ",Bartošovice v Orlických horách,"Bartošovice v Orlických horách, 11.8.2019, 1 ex., na silnici, J. Mertlik observ.",2019-08-11,1 ex.,NA,NA,NA,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5866,"Králický Sněžník, Velká Morava, ",Králický Sněžník,"Králický Sněžník, Velká Morava, 14.7.1974, 1 ex., L. Bojčuk leg. et det., RMHK coll., J. Mertlik rev.",1974-07-14,1 ex.,NA,NA,NA,NA,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5866,"Králický Sněžník, Horní Morava, rozcestí, ",Králický Sněžník,"Králický Sněžník, Horní Morava, rozcestí, 7.7.1976, 1 ex., L. Bojčuk leg. et det., RMHK coll., J. Mertlik rev.",1976-07-07,1 ex.,NA,NA,NA,NA,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5867,"Králický Sněžník, Velká Morava, Vilemínka, ",Králický Sněžník,"Králický Sněžník, Velká Morava, Vilemínka, 8.8.1981, 1 ex., L. Bojčuk leg. et det., RMHK coll., J. Mertlik rev.",1981-08-08,1 ex.,NA,NA,NA,NA,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5958,"Selmice, ",Selmice,"Selmice, 28.9.2002, 1 ex., T. Staněk leg., det. et coll.",2002-09-28,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Anoplotrupes stercorosus,"Scriba, 1791",5958,"Kladruby nad Labem, ",Kladruby nad Labem,"Kladruby nad Labem, 4.6.1995, 1 ex., T. Staněk leg., det. et coll.; 4.9.2001, 3 ex., M. Brabec leg., det. et coll.; dtto, 24.7.2004, 5 ex.; dtto, 4.9.2004, 1 ex.; IV.-XI. 2003-2005, více ex., převážně v lese, K. Hoffmannová leg. (Hoffmannová 2006).",1995-06-04,1 ex.,NA,NA,NA,"leg., det. et coll.",M. Brabec,NA
Anoplotrupes stercorosus,"Scriba, 1791",5958,"Kladruby nad Labem, Dlouhá alej, ",Kladruby nad Labem,"Kladruby nad Labem, Dlouhá alej, 14.8.2019, více ex., na lesní cestě, Equus, J. Mertlik observ.",2019-08-14,NA,Equus,NA,NA,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5958,"Kladruby nad Labem, Bílé Vchynice, ",Kladruby nad Labem,"Kladruby nad Labem, Bílé Vchynice, 14.8.2019, více ex., na lesní cestě na okraji lesa, Equus, J. Mertlik observ.",2019-08-14,NA,Equus,NA,NA,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5958,"Kladruby nad Labem, Kolesa, Mřely, ",Kladruby nad Labem,"Kladruby nad Labem, Kolesa, Mřely, 14.8.2019, více ex., na lesní cestě, Equus, J. Mertlik observ.",2019-08-14,NA,Equus,NA,NA,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5958,"Přelouč, Morašice, VIII. ",Přelouč,"Přelouč, Morašice, VIII. 1995, 3 ex., T. Staněk leg. et coll., V. Týr det.",NA,3 ex.,NA,NA,NA,leg. et coll.,NA,NA
Anoplotrupes stercorosus,"Scriba, 1791",5959,"Semín, ",Semín,"Semín, 20.8.1999, 1 ex., M. Brabec leg., det. et coll.; 10.6.2000, více ex., M. Brabec leg., det. et coll.; dtto, 2.9.2000, více ex.; dtto, 14.5.2004, více ex.; 25.7.2004, 1 ex., A. Dejslar leg., J. Resl coll. (Resl 2018); 14.8.2004, 3 ex., M. Brabec leg., det. et coll.; dtto, 21.8.2004, více ex.",1999-08-20,1 ex.,NA,NA,NA,"leg., det. et coll.",M. Brabec,NA
Anoplotrupes stercorosus,"Scriba, 1791",5959,"Přelouč, Lohenice, Na Štětkách, ",Přelouč,"Přelouč, Lohenice, Na Štětkách, 14.8.2019, více ex., na lesní cestě, Equus, J. Mertlik observ.; dtto, 17.9.2019, více ex.",2019-08-14,NA,Equus,NA,NA,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5959,"Živanice, zalesněná duna, ",Živanice,"Živanice, zalesněná duna, 14.8.2019, více ex., na lesní cestě, Equus, J. Mertlik observ.",2019-08-14,NA,Equus,NA,NA,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5960,"Lázně Bohdaneč, ",Lázně Bohdaneč,"Lázně Bohdaneč, 9.5.1980, 1 ex., M. Brabec leg., det. et coll.; 10.8.1980, více ex., M. Brabec leg., det. et coll.; dtto, 2.9.2004, více ex.; dtto, 4.9.1984, 1 ex.; olšiny a louky severovýchodně od lázeňského parku, 11.5.2011, 1 ex., B. Mocek leg., RMHK coll., J. Mertlik det.",1980-05-09,1 ex.,NA,NA,NA,"leg., det. et coll.",J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5960,"Hradiště na Písku, Kunětický les, lesní cesta, ",Hradiště na Písku,"Hradiště na Písku, Kunětický les, lesní cesta, 4.7.2019, více ex., Equus, J. Mertlik observ.; dtto, 3.9.2019, více ex.; dtto, 16.9.2019, více ex.",2019-07-04,NA,Equus,NA,NA,observ.,J. Mertlik,NA
Anoplotrupes stercorosus,"Scriba, 1791",5961,"Holice, ",Holice,"Holice, 5.8.1997, 1 ex., K. Poláček leg., J. Resl coll. (Resl 2018)",1997-08-05,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5962,"Trusnov, ",Trusnov,"Trusnov, 2.5.1986, 1 ex., K. Poláček leg., J. Resl coll. (Resl 2018)",1986-05-02,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5962,"Jaroslav, ",Jaroslav,"Jaroslav, 17.5.1989, 1 ex., K. Poláček leg., J. Resl coll. (Resl 2018); dtto, 29.9.1999, 1 ex.",1989-05-17,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5962,"Horní Jelení, ",Horní Jelení,"Horní Jelení, 14.7.1989, 1 ex., K. Poláček leg., J. Resl coll. (Resl 2018)",1989-07-14,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5962,"Nová Ves, Karlov, ",Nová Ves,"Nová Ves, Karlov, 5.10.1994, 1 ex., A. Nováková leg., J. Resl coll. (Resl 2018)",1994-10-05,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5962,"Nová Ves, ",Nová Ves,"Nová Ves, 25.6.1974, 1 ex., K. Poláček leg., J. Resl coll. (Resl 2018); dtto, 17.6.2004, 2 ex.",1974-06-25,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5965,"Líšnice, ",Líšnice,"Líšnice, 7.8.1968, 1 ex., J. Resl leg. et coll. (Resl 2018)",1968-08-07,1 ex.,NA,NA,NA,leg. et coll.,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5965,"Studené, ",Studené,"Studené, 9.6.1972, 1 ex., J. Resl leg. et coll. (Resl 2018); dtto, 2.9.1972, 1 ex.",1972-06-09,1 ex.,NA,NA,NA,leg. et coll.,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5965,"Letohrad, Petříkov, ",Letohrad,"Letohrad, Petříkov, 6.6.2001, 1 ex., A. Nováková leg., J. Resl coll. (Resl 2018)",2001-06-06,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5965,"Lichkov, ",Lichkov,"Lichkov, 8.6.1991, 1 ex., K. Handlová leg., J. Resl coll. (Resl 2018)",1991-06-08,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",5966,"Králíky, ",Králíky,"Králíky, 29.6.1961, 1 ex., J. Wagner leg., ZMMP coll., V. Týr det.",1961-06-29,1 ex.,NA,NA,NA,NA,D. Král,NA
Anoplotrupes stercorosus,"Scriba, 1791",6062,"Brteč, ",Brteč,"Brteč, 10.9.1991, 1 ex., K. Poláček leg., J. Resl coll. (Resl 2018)",1991-09-10,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",6062,Vysoké Mýto,Vysoké Mýto,"Vysoké Mýto (6062-63), 24.7.1978, 1 ex., K. Poláček leg. (Resl 2018)",1978-07-24,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",6159,"Běstvina, ",Běstvina,"Běstvina, 1990, 2 ex., K. Chobot leg., det. et coll.",NA,2 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Anoplotrupes stercorosus,"Scriba, 1791",6161,"Skuteč, ",Skuteč,"Skuteč, 28.8.2000, 1 ex., P. Mlíka leg., J. Resl coll. (Resl 2018)",2000-08-28,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",6162,"Podhořany, ",Podhořany,"Podhořany, 7.8.1984, 1 ex., K. Poláček leg., J. Resl coll. (Resl 2018); dtto, VII.1985, 1 ex.",1984-08-07,1 ex.,NA,NA,NA,NA,J. Resl,NA
Anoplotrupes stercorosus,"Scriba, 1791",6162,"Zdislav, ",Zdislav,"Zdislav, 26.7.1992, 3 ex., F. Černý leg. et coll., V. Týr det.",1992-07-26,3 ex.,NA,NA,NA,leg. et coll.,NA,NA
Anoplotrupes stercorosus,"Scriba, 1791",6163,"Dolní Újezd, ",Dolní Újezd,"Dolní Újezd, 1984, 5 ex., O. Černý leg. et coll., V. Týr det.",NA,5 ex.,NA,NA,NA,leg. et coll.,NA,NA
Anoplotrupes stercorosus,"Scriba, 1791",6261,"Hlinsko v Čechách, ",Hlinsko v Čechách,"Hlinsko v Čechách, 1982, 2 ex., O. Černý leg. et coll., V. Týr det. Poznámka. Ve východních Čechách velmi hojný lesní druh, běžně nalézaný na lesních cestách a na starých houbách, od nížin až do horských oblastí. V Královéhradeckých lesích se vyskytuje v takovém množství, že v sezóně lze na cestách vidět každých pár metrů nějaké přejeté nebo rozšlápnuté imago. Osídlených čtverců je určitě více, než se mi podařilo zdokumentovat. Problém je v tom, že jej prakticky nikdo nesbírá a ani neeviduje jeho nálezy. Elateridarium 14: 15-147, 2020                                                                                     31 Geotrupes Latreille, 1797 Geotrupes mutator (Marsham, 1802)",NA,2 ex.,NA,NA,NA,leg. et coll.,D. Král,NA
Geotrupes mutator,"Marsham, 1802",5960,"Pardubice, ",Pardubice,"Pardubice, 1927, 1 ex., I. Táborský leg., V. Hron det. et coll.",NA,1 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Geotrupes mutator,"Marsham, 1802",5962,"Trusnov, ",Trusnov,"Trusnov, 22.5.1966 (Poláček 1977: 531, Král & Vitner",1966-05-22,NA,NA,NA,NA,NA,D. Král,NA
Geotrupes mutator,"Marsham, 1802",1993,,NA,27),NA,NA,NA,NA,NA,NA,NA,NA
Geotrupes mutator,"Marsham, 1802",5963,Choceň,Choceň,"Choceň (59-6063), bez data, J. Ecler leg. (Poláček 1977: 531)",NA,NA,NA,NA,NA,NA,NA,NA
Geotrupes mutator,"Marsham, 1802",5964,"Žamberk, VII. ",Žamberk,"Žamberk, VII. 1948, O. Marek leg. (Poláček 1977: 531) Poznámka. Na území ČR vyhynulý. Nejbližší recentní nálezy jsou na území Německa na pastvinách u Zhořelce (Görlitz). Geotrupes spiniger (Marsham, 1802)",NA,NA,NA,NA,NA,NA,NA,NA
Geotrupes spiniger,"Marsham, 1802",5359,"Krkonoše, Vrchlabí, Kněžice, Křížovky, pastvina",Krkonoše,"Krkonoše, Vrchlabí, Kněžice, Křížovky, pastvina (50.6465153N, 15.5734072E), 11.9.2019, 1 ♂, 1 ♀, Equus, J. Mertlik leg. et coll.",2019-09-11,1 ♂,Equus,50.6465153,15.5734072,leg. et coll.,J. Mertlik,pastvina (50.6465153N
Geotrupes spiniger,"Marsham, 1802",5457,"Újezd pod Troskami, Semínova Lhota",Újezd pod Troskami,"Újezd pod Troskami, Semínova Lhota (50.5156739N, 15.2867433E), 10.10.2018, (více ex.), 2 ex., J. Mertlik leg. et coll.",2018-10-10,2 ex.,NA,50.5156739,15.2867433,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5459,"Horní Kalná, Doleček, pastvina u kravína",Horní Kalná,"Horní Kalná, Doleček, pastvina u kravína (50.5594933N, 15.6329764E), 11.9.2019, 1 ♀, Bos, J. Mertlik leg. et coll.",2019-09-11,1 ♀,NA,50.5594933,15.6329764,leg. et coll.,J. Mertlik,pastvina u kravína (50.5594933N
Geotrupes spiniger,"Marsham, 1802",5461,"Trutnov, Vysoká stráň",Trutnov,"Trutnov, Vysoká stráň (50.5716817N, 15.9551606E), 18.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-18,1 ex.,NA,50.5716817,15.9551606,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5461,"Trutnov, Střítež, pastvina",Trutnov,"Trutnov, Střítež, pastvina (50.5159578N, 15.9186397E), 18.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-18,1 ex.,NA,50.5159578,15.9186397,leg. et coll.,J. Mertlik,pastvina (50.5159578N
Geotrupes spiniger,"Marsham, 1802",5463,"Křinice, pastvina",Křinice,"Křinice, pastvina (50.5756406N, 16.2978967E), 22.7. 2019, 1 ♂, Bos, J. Mertlik leg. et coll.",NA,1 ♂,NA,50.5756406,16.2978967,leg. et coll.,J. Mertlik,pastvina (50.5756406N
Geotrupes spiniger,"Marsham, 1802",5463,Martínkovice,Martínkovice,"Martínkovice (50.5563239N, 16.3588150E), 22.7.2019, 2 ex., Equus, na okraji silnice, J. Mertlik leg. et coll.",2019-07-22,2 ex.,Equus,50.5563239,16.358815,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5463,"Martínkovice, pastvina",Martínkovice,"Martínkovice, pastvina (50.5397814N, 16.3153308E), 22.7.2019, 1 ♂, 1 ♀, Bos, J. Mertlik leg. et coll.",2019-07-22,1 ♂,NA,50.5397814,16.3153308,leg. et coll.,J. Mertlik,pastvina (50.5397814N
Geotrupes spiniger,"Marsham, 1802",5464,"Martínkovice, Na Dálnici, pastvina",Martínkovice,"Martínkovice, Na Dálnici, pastvina (50.5487333N, 16.3559236E), 22.7.2019, více ex., Bos, J. Mertlik leg. et coll.",2019-07-22,NA,NA,50.5487333,16.3559236,leg. et coll.,J. Mertlik,pastvina (50.5487333N
Geotrupes spiniger,"Marsham, 1802",5557,"Sobotka, VII.",Sobotka,"Sobotka, VII.1964, 1 ex., Tůmová leg., V. Týr coll. (Týr 1997: 240); IV. 1987, 1 ex., J. Soustružník leg., V. Týr det. et coll.",NA,1 ex.,NA,NA,NA,"leg., det. et coll.",NA,NA
Geotrupes spiniger,"Marsham, 1802",5557,"Sobotka, hřebčín",Sobotka,"Sobotka, hřebčín (50.4691175N, 15.1669800E), 10.10.2018, 1 ex., J. Mertlik leg. et coll.",2018-10-10,1 ex.,NA,50.4691175,15.16698,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5558,"Jičín, vrch Zebín",Jičín,"Jičín, vrch Zebín (50.4582725N, 15.3704828E), 17.9.2018, 2 ex., J. Mertlik leg. et coll.",2018-09-17,2 ex.,NA,50.4582725,15.3704828,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5559,"Pecka, pastvina u vrchu Homolka",Pecka,"Pecka, pastvina u vrchu Homolka (50.4871019N, 15.6194633E), 11.9.2019, 1 ♂, Bos, J. Mertlik leg. et coll.",2019-09-11,1 ♂,NA,50.4871019,15.6194633,leg. et coll.,J. Mertlik,pastvina u vrchu Homolka (50.4871019N
Geotrupes spiniger,"Marsham, 1802",5560,"Třebihošť, pastvina u Bystrého potoka",Třebihošť,"Třebihošť, pastvina u Bystrého potoka (50.4280936N, 15.6989606E), 17.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-17,1 ex.,NA,50.4280936,15.6989606,leg. et coll.,J. Mertlik,pastvina u Bystrého potoka (50.4280936N
Geotrupes spiniger,"Marsham, 1802",5561,"Hajnice, Horní Žďár",Hajnice,"Hajnice, Horní Žďár (50.4903203N, 15.8850047E), 18.9.2018, (více ex.), 4 ex., J. Mertlik leg. et coll.",2018-09-18,4 ex.,NA,50.4903203,15.8850047,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5562,"Kleny, Dubenský Dvůr",Kleny,"Kleny, Dubenský Dvůr (50.4036639N, 16.0788503E), 27.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-27,1 ex.,NA,50.4036639,16.0788503,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5563,"Náchod, Dobrošov, pastvina",Náchod,"Náchod, Dobrošov, pastvina (50.4052314N, 16.1972789E), 28.8.2019, 1 ♂, Bos, J. Mertlik leg. et coll.",2019-08-28,1 ♂,NA,50.4052314,16.1972789,leg. et coll.,J. Mertlik,pastvina (50.4052314N
Geotrupes spiniger,"Marsham, 1802",5657,"Kopidlno, Kamenský Dvůr",Kopidlno,"Kopidlno, Kamenský Dvůr (50.3268081N, 15.2312578E), 31.7.2019, 1 ♀, Bos, J. Mertlik leg. et coll.",2019-07-31,1 ♀,NA,50.3268081,15.2312578,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5657,"Sedliště, Na Dolech",Sedliště,"Sedliště, Na Dolech (50.3968431N, 15.2271086E), 10.10.2018, 2 ex., J. Mertlik leg. et coll.",2018-10-10,2 ex.,NA,50.3968431,15.2271086,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5658,"Vrbice, pastvina u kravína",Vrbice,"Vrbice, pastvina u kravína (50.3656522N, 15.4314956E), 31.7.2019, 1 ♀, Bos, J. Mertlik leg. et coll.",2019-07-31,1 ♀,NA,50.3656522,15.4314956,leg. et coll.,J. Mertlik,pastvina u kravína (50.3656522N
Geotrupes spiniger,"Marsham, 1802",5661,Rychnovek,Rychnovek,"Rychnovek (50.3551489N, 15.9662467E), 27.9.2018, 2 ex., J. Mertlik leg. et coll.",2018-09-27,2 ex.,NA,50.3551489,15.9662467,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5662,Dobruška,Dobruška,"Dobruška (50.3016469N, 16.1537439E), 5.10.2018, 27.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-10-05,1 ex.,NA,50.3016469,16.1537439,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5663,"Česká Čermná, Nad Českou Čermnou, pastvina",Česká Čermná,"Česká Čermná, Nad Českou Čermnou, pastvina (50.3933386N, 16.2293689E), 28.8.2019, 1 ♂, Equus, J. Mertlik leg. et coll. 32                    Faunistika druhů čeledí Geotrupidae, Scarabaeoidae a Trogidae na území východních Čech",2019-08-28,1 ♂,Equus,50.3933386,16.2293689,leg. et coll.,J. Mertlik,pastvina (50.3933386N
Geotrupes spiniger,"Marsham, 1802",5663,"Mezilesí, pastvina pod Sendražským kopcem",Mezilesí,"Mezilesí, pastvina pod Sendražským kopcem (50.3642128N, 16.2135331E), 28.8.2019, 1 ♀, Bos, J. Mertlik leg. et coll.",2019-08-28,1 ♀,NA,50.3642128,16.2135331,leg. et coll.,J. Mertlik,pastvina pod Sendražským kopcem (50.3642128N
Geotrupes spiniger,"Marsham, 1802",5761,Jeníkovice,Jeníkovice,"Jeníkovice (50.2129744N, 15.9978183E), 21.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-21,1 ex.,NA,50.2129744,15.9978183,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5761,"Jeníkovice, vrch Turek",Jeníkovice,"Jeníkovice, vrch Turek (50.2233869N, 15.9909044E), 20.8.2019, 1 ♂, Bos, J. Mertlik leg. et coll.",2019-08-20,1 ♂,NA,50.2233869,15.9909044,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5761,"Třebechovice pod Orebem, pastvina u Orebu",Třebechovice pod Orebem,"Třebechovice pod Orebem, pastvina u Orebu (50.2065775N, 15.9971900E), 20.7.2019, 1 ♀, Equus, J. Mertlik leg. et coll.",2019-07-20,1 ♀,Equus,50.2065775,15.99719,leg. et coll.,J. Mertlik,pastvina u Orebu (50.2065775N
Geotrupes spiniger,"Marsham, 1802",5761,"Třebechovice pod Orebem, Nepasice, pastviny u Orlice, ",Třebechovice pod Orebem,"Třebechovice pod Orebem, Nepasice, pastviny u Orlice, 2015-17, více ex., V. Hron observ.; 18.10.2019, více ex., V. Hron observ.",2019-10-18,NA,NA,NA,NA,observ.,V. Hron,NA
Geotrupes spiniger,"Marsham, 1802",5761,"Blešno, pastvina u Orlice",Blešno,"Blešno, pastvina u Orlice (50.2125597N, 15.9311017E), 21.10.2018, 1 ex., J. Mertlik leg. et coll.",2018-10-21,1 ex.,NA,50.2125597,15.9311017,leg. et coll.,J. Mertlik,pastvina u Orlice (50.2125597N
Geotrupes spiniger,"Marsham, 1802",5761,"Běleč nad Orlicí, pastvina u Orlice",Běleč nad Orlicí,"Běleč nad Orlicí, pastvina u Orlice (50.2019467N, 15.9546939E), 21.9.2018, 1 ex., J. Mertlik leg. et coll.; (50.2014972N, 15.9593536E), 21.10.2018, 2 ex. (observ. více ex.), J. Mertlik leg. et coll.",2018-09-21,1 ex.,NA,50.2019467,15.9546939,observ.,J. Mertlik,pastvina u Orlice (50.2019467N
Geotrupes spiniger,"Marsham, 1802",5762,"Opočno, Zárybnice",Opočno,"Opočno, Zárybnice (50.2744397N, 16.1290247E), 5.10.2018, 1 ex., J. Mertlik leg. et coll.",2018-10-05,1 ex.,NA,50.2744397,16.1290247,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5763,"Osečnice, pastvina pod kravínem",Osečnice,"Osečnice, pastvina pod kravínem (50.2579239N, 16.2977314E), 24.8.2019, 1 ♀, Bos, J. Mertlik leg. et coll.",2019-08-24,1 ♀,NA,50.2579239,16.2977314,leg. et coll.,J. Mertlik,pastvina pod kravínem (50.2579239N
Geotrupes spiniger,"Marsham, 1802",5764,"Liberk, Uhřínov, pastvina",Liberk,"Liberk, Uhřínov, pastvina (50.2589081N, 16.3508694E), 7.9.2018, 1 ex., J. Mertlik leg. et coll.; dtto, (50.2570294N, 16.3469983E), 28.7.2019, 1 ♀, Bos, J. Mertlik leg. et coll.",2018-09-07,1 ex.,NA,50.2589081,16.3508694,leg. et coll.,J. Mertlik,pastvina (50.2589081N
Geotrupes spiniger,"Marsham, 1802",5764,"Liberk, Prorubky",Liberk,"Liberk, Prorubky (50.2147689N, 16.3370703E), 29.8.2018, 5 ex., J. Mertlik leg. et coll.",2018-08-29,5 ex.,NA,50.2147689,16.3370703,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5858,"Nové Město, Ostrov",Nové Město,"Nové Město, Ostrov (50.1612967N, 15.4878117E), 20.9.2018, 1 ex., J. Mertlik leg. et coll.",2018-09-20,1 ex.,NA,50.1612967,15.4878117,leg. et coll.,J. Mertlik,NA
Geotrupes spiniger,"Marsham, 1802",5858,"Olešnice, pastvina u Pamětníku",Olešnice,"Olešnice, pastvina u Pamětníku (50.1257369N, 15.4527492E), 14.8.2019, 1 ♀, J. Mertlik leg. et coll.",2019-08-14,1 ♀,NA,50.1257369,15.4527492,leg. et coll.,J. Mertlik,pastvina u Pamětníku (50.1257369N
Geotrupes spiniger,"Marsham, 1802",5858,"Chlumec nad Cidlinou, PP Pamětník, ",Chlumec nad Cidlinou,"Chlumec nad Cidlinou, PP Pamětník, 28.8.2019, 1 ex., Bos, V. Hron leg., det. et coll.",2019-08-28,1 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Geotrupes spiniger,"Marsham, 1802",5859,"Voleč, pastvina",Voleč,"Voleč, pastvina (50.1124875N, 15.5728881E), 29.6.2019, 1 ♂, Bos, J. Mertlik leg. et coll.",2019-06-29,1 ♂,NA,50.1124875,15.5728881,leg. et coll.,J. Mertlik,pastvina (50.1124875N
Geotrupes spiniger,"Marsham, 1802",5859,"Kasalice, ",Kasalice,"Kasalice, 23.8.2016, 1 ex., M. Brabec leg., det. et coll.; dtto, 5.9.2016, 2 ex.",2016-08-23,1 ex.,NA,NA,NA,"leg., det. et coll.",M. Brabec,NA
Geotrupes spiniger,"Marsham, 1802",5860,"Hrobice, ",Hrobice,"Hrobice, 6.9.2019, 1 ex., V. Hron leg., det. et coll.",2019-09-06,1 ex.,NA,NA,NA,"leg., det. et coll.",V. Hron,NA
Geotrupes spiniger,"Marsham, 1802",5861,"Hradec Králové, Na Plachtě, u jízdárny, ",Hradec Králové,"Hradec Králové, Na Plachtě, u jízdárny, 17.10.2017, 1 ex., Equus, V. Hron leg. det. et coll.; dtto, (50.1931350N, 15.8615622E), 22.9.2018, 1 ex., J. Mertlik leg. et coll.; dtto, 17.10. 2018, 2 ex., V. Hron leg. det. et coll.; dtto, VI.-IX. 2019, více ex., V. Hron observ.",2017-10-17,1 ex.,Equus,50.193135,15.8615622,observ.,J. Mertlik,NA
